ip,port,username,password,protocols,ping,detected,organisation,country,isocode,latitude,longitude,asn,connections,uptime,dateAdded,lastTested,lastSuccess,detection,provider
103.47.66.154,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,"Zapbytes Technologies Pvt. Ltd.",India,IN,28.820899963378906,76.9990005493164,AS133652,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ora_UK=EndpointServerData(ping=1236, connections=ConnectionAttempts(success=1, fail=6), uptime=14.0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=6), uptime=0%), ms_HK=EndpointServerData(ping=2630, connections=ConnectionAttempts(success=2, fail=5), uptime=28.0%))",,"2022-05-29 08:07:33.0","2022-05-29 10:04:19.0",,,
103.47.93.208,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,true,"Broban  PVT Ltd.",India,IN,27.182600021362305,78.02559661865234,AS134058,"PerformanceConnectData(aws_NA=EndpointServerData(ping=773, connections=ConnectionAttempts(success=1, fail=5), uptime=16.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=9), uptime=0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=11), uptime=0%))",,"2022-05-29 05:21:55.0","2022-05-29 10:03:49.0",,,
103.47.93.254,1080,,,"[ProtocolDataType(type=socks4, port=1080, tls=true, autoRead=[false])]",,false,"Broban  PVT Ltd.",India,IN,27.182600021362305,78.02559661865234,AS134058,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=8), uptime=0%), ora_UK=EndpointServerData(ping=854, connections=ConnectionAttempts(success=1, fail=9), uptime=10.0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=9), uptime=0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=11), uptime=0%))",,"2022-05-29 05:37:57.0","2022-05-29 10:04:05.0",,,
103.47.216.19,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"Fastnet Communication Pvt. Ltd.",India,IN,21.997400283813477,79.0010986328125,AS133692,"PerformanceConnectData(aws_NA=EndpointServerData(ping=813, connections=ConnectionAttempts(success=1, fail=10), uptime=9.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=10), uptime=0%), ora_JP=EndpointServerData(ping=654, connections=ConnectionAttempts(success=3, fail=11), uptime=21.0%), ms_HK=EndpointServerData(ping=549, connections=ConnectionAttempts(success=2, fail=8), uptime=20.0%))",,"2022-05-29 09:18:43.0","2022-05-29 10:06:04.0",,,
103.51.44.9,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS133819,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=6), uptime=0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ms_HK=EndpointServerData(ping=693, connections=ConnectionAttempts(success=1, fail=8), uptime=11.0%))",,"2022-05-29 06:02:19.0","2022-05-29 09:55:18.0",,,
103.51.44.253,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS133819,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=5), uptime=0%), ora_JP=EndpointServerData(ping=785, connections=ConnectionAttempts(success=1, fail=6), uptime=14.0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%))",,"2022-05-29 06:55:14.0","2022-05-29 10:00:34.0",,,
103.52.144.49,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,false,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS59147,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=12), uptime=0%), ora_UK=EndpointServerData(ping=2711, connections=ConnectionAttempts(success=2, fail=11), uptime=15.0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=13), uptime=0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=11), uptime=0%))",,"2022-05-29 07:18:29.0","2022-05-29 10:01:05.0",,,
103.52.252.48,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,,India,IN,22.51799964904785,88.3832015991211,AS45775,"PerformanceConnectData(aws_NA=EndpointServerData(ping=844, connections=ConnectionAttempts(success=2, fail=7), uptime=22.0%), ora_UK=EndpointServerData(ping=846, connections=ConnectionAttempts(success=2, fail=8), uptime=20.0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=8), uptime=0%), ms_HK=EndpointServerData(ping=579, connections=ConnectionAttempts(success=1, fail=9), uptime=10.0%))",,"2022-05-29 08:07:02.0","2022-05-29 10:06:18.0",,,
103.53.78.99,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-7.2484002113342285,112.74189758300781,AS133817,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2584, connections=ConnectionAttempts(success=1, fail=8), uptime=11.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=9), uptime=0%), ora_JP=EndpointServerData(ping=1614, connections=ConnectionAttempts(success=2, fail=7), uptime=22.0%), ms_HK=EndpointServerData(ping=473, connections=ConnectionAttempts(success=2, fail=8), uptime=20.0%))",,"2022-05-29 09:30:56.0","2022-05-29 10:06:33.0",,,
103.53.110.45,10801,,,"[ProtocolDataType(type=socks4, port=10801, tls=true, autoRead=[false])]",,true,"Tycoon Computers Pvt. Ltd.",India,IN,21.997400283813477,79.0010986328125,AS133970,"PerformanceConnectData(aws_NA=EndpointServerData(ping=830, connections=ConnectionAttempts(success=3, fail=7), uptime=30.0%), ora_UK=EndpointServerData(ping=1090, connections=ConnectionAttempts(success=1, fail=8), uptime=11.0%), ora_JP=EndpointServerData(ping=859, connections=ConnectionAttempts(success=1, fail=8), uptime=11.0%), ms_HK=EndpointServerData(ping=531, connections=ConnectionAttempts(success=1, fail=6), uptime=14.0%))",,"2022-05-29 07:50:31.0","2022-05-29 10:05:05.0",,,
103.54.43.131,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,"THE NET HEADS",Bangladesh,BD,23.72719955444336,90.4093017578125,AS134116,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=14), uptime=0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=8), uptime=0%), ora_JP=EndpointServerData(ping=1865, connections=ConnectionAttempts(success=1, fail=13), uptime=7.0%), ms_HK=EndpointServerData(ping=5228, connections=ConnectionAttempts(success=2, fail=10), uptime=16.0%))",,"2022-05-29 09:36:58.0","2022-05-29 10:04:32.0",,,
103.55.48.206,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,"Telekomunikasi Indonesia International (T.L.) S.A",Timor-Leste,TL,-9.310199737548828,125.25920104980469,AS58731,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ora_UK=EndpointServerData(ping=5302, connections=ConnectionAttempts(success=1, fail=11), uptime=8.0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=10), uptime=0%), ms_HK=EndpointServerData(ping=2997, connections=ConnectionAttempts(success=1, fail=9), uptime=10.0%))",,"2022-05-29 08:51:54.0","2022-05-29 10:06:48.0",,,
103.58.16.5,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"E-world Communication SDN BHD",Malaysia,MY,2.5,112.5,AS134202,"PerformanceConnectData(aws_NA=EndpointServerData(ping=1032, connections=ConnectionAttempts(success=3, fail=9), uptime=25.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=11), uptime=0%), ora_JP=EndpointServerData(ping=692, connections=ConnectionAttempts(success=1, fail=8), uptime=11.0%), ms_HK=EndpointServerData(ping=616, connections=ConnectionAttempts(success=1, fail=8), uptime=11.0%))",,"2022-05-29 09:27:23.0","2022-05-29 10:06:33.0",,,
103.59.203.169,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"NET 4 U Services PVT LTD",India,IN,19.074800491333008,72.8855972290039,AS134014,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ora_JP=EndpointServerData(ping=513, connections=ConnectionAttempts(success=1, fail=8), uptime=11.0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=10), uptime=0%))",,"2022-05-29 05:08:52.0","2022-05-29 09:52:19.0",,,
103.60.138.2,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"Velocity Internet India Private Ltd",India,IN,12.8996000289917,80.22090148925781,AS134016,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ora_UK=EndpointServerData(ping=624, connections=ConnectionAttempts(success=1, fail=6), uptime=14.0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=8), uptime=0%), ms_HK=EndpointServerData(ping=436, connections=ConnectionAttempts(success=1, fail=7), uptime=12.0%))",,"2022-05-29 08:16:08.0","2022-05-29 10:03:05.0",,,
103.60.161.2,80,,,"[ProtocolDataType(type=socks4, port=80, tls=false, autoRead=[false]), ProtocolDataType(type=socks5, port=80, tls=false, autoRead=[false])]",,true,,Bangladesh,BD,23.765499114990234,90.38780212402344,AS134236,"PerformanceConnectData(aws_NA=EndpointServerData(ping=214, connections=ConnectionAttempts(success=9, fail=11), uptime=45.0%), ora_UK=EndpointServerData(ping=214, connections=ConnectionAttempts(success=12, fail=9), uptime=57.0%), ora_JP=EndpointServerData(ping=222, connections=ConnectionAttempts(success=13, fail=12), uptime=52.0%), ms_HK=EndpointServerData(ping=225, connections=ConnectionAttempts(success=6, fail=16), uptime=27.0%))",,"2022-05-29 10:01:44.0","2022-05-29 10:06:18.0",,,
103.60.182.238,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS55685,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=8), uptime=0%), ora_UK=EndpointServerData(ping=2704, connections=ConnectionAttempts(success=1, fail=8), uptime=11.0%), ora_JP=EndpointServerData(ping=1307, connections=ConnectionAttempts(success=2, fail=8), uptime=20.0%), ms_HK=EndpointServerData(ping=1156, connections=ConnectionAttempts(success=2, fail=7), uptime=22.0%))",,"2022-05-29 08:17:05.0","2022-05-29 10:05:05.0",,,
103.60.186.21,52195,,,"[ProtocolDataType(type=socks4, port=52195, tls=true, autoRead=[false])]",,true,"Digital Telco Network India Pvt. Ltd.",India,IN,28.665000915527344,77.44770050048828,AS135729,"PerformanceConnectData(aws_NA=EndpointServerData(ping=763, connections=ConnectionAttempts(success=1, fail=12), uptime=7.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=11), uptime=0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=8), uptime=0%), ms_HK=EndpointServerData(ping=488, connections=ConnectionAttempts(success=2, fail=7), uptime=22.0%))",,"2022-05-29 07:06:36.0","2022-05-29 09:58:48.0",,,
103.60.212.113,51754,,,"[ProtocolDataType(type=socks4, port=51754, tls=true, autoRead=[false])]",,true,"Sampath Venkateswara Communications Pvt Ltd.",India,IN,21.997400283813477,79.0010986328125,AS134305,"PerformanceConnectData(aws_NA=EndpointServerData(ping=730, connections=ConnectionAttempts(success=2, fail=7), uptime=22.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ora_JP=EndpointServerData(ping=778, connections=ConnectionAttempts(success=2, fail=6), uptime=25.0%), ms_HK=EndpointServerData(ping=454, connections=ConnectionAttempts(success=2, fail=4), uptime=33.0%))",,"2022-05-29 08:58:18.0","2022-05-29 10:00:49.0",,,
103.62.144.152,30590,,,"[ProtocolDataType(type=socks4, port=30590, tls=true, autoRead=[false])]",,true,,Bangladesh,BD,23.773099899291992,90.3656997680664,AS58890,"PerformanceConnectData(aws_NA=EndpointServerData(ping=905, connections=ConnectionAttempts(success=7, fail=2), uptime=77.0%), ora_UK=EndpointServerData(ping=820, connections=ConnectionAttempts(success=6, fail=3), uptime=66.0%), ora_JP=EndpointServerData(ping=629, connections=ConnectionAttempts(success=4, fail=6), uptime=40.0%), ms_HK=EndpointServerData(ping=977, connections=ConnectionAttempts(success=2, fail=6), uptime=25.0%))",,"2022-05-29 09:17:25.0","2022-05-29 10:04:32.0",,,
103.66.177.17,32251,,,"[ProtocolDataType(type=socks4, port=32251, tls=true, autoRead=[false])]",,true,,Bangladesh,BD,23.773099899291992,90.3656997680664,AS135578,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=11), uptime=0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=8), uptime=0%), ora_JP=EndpointServerData(ping=7982, connections=ConnectionAttempts(success=1, fail=7), uptime=12.0%), ms_HK=EndpointServerData(ping=8438, connections=ConnectionAttempts(success=2, fail=7), uptime=22.0%))",,"2022-05-29 09:07:07.0","2022-05-29 10:05:34.0",,,
103.66.177.169,32251,,,"[ProtocolDataType(type=socks4, port=32251, tls=true, autoRead=[false])]",,true,,Bangladesh,BD,23.773099899291992,90.3656997680664,AS135578,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2283, connections=ConnectionAttempts(success=1, fail=8), uptime=11.0%), ora_UK=EndpointServerData(ping=2650, connections=ConnectionAttempts(success=2, fail=6), uptime=25.0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=9), uptime=0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=6), uptime=0%))",,"2022-05-29 08:37:07.0","2022-05-29 09:58:48.0",,,
103.66.178.246,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,,Bangladesh,BD,23.773099899291992,90.3656997680664,AS132442,"PerformanceConnectData(aws_NA=EndpointServerData(ping=899, connections=ConnectionAttempts(success=1, fail=8), uptime=11.0%), ora_UK=EndpointServerData(ping=706, connections=ConnectionAttempts(success=1, fail=9), uptime=10.0%), ora_JP=EndpointServerData(ping=600, connections=ConnectionAttempts(success=2, fail=7), uptime=22.0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%))",,"2022-05-29 08:47:35.0","2022-05-29 09:57:49.0",,,
103.66.179.249,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,,Bangladesh,BD,23.773099899291992,90.3656997680664,AS132442,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=8), uptime=0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ms_HK=EndpointServerData(ping=518, connections=ConnectionAttempts(success=1, fail=7), uptime=12.0%))",,"2022-05-29 05:41:45.0","2022-05-29 09:34:48.0",,,
103.66.232.201,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,,India,IN,19.074800491333008,72.8855972290039,AS134014,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=11), uptime=0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=10), uptime=0%), ora_JP=EndpointServerData(ping=503, connections=ConnectionAttempts(success=1, fail=8), uptime=11.0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=11), uptime=0%))",,"2022-05-29 04:28:16.0","2022-05-29 10:03:20.0",,,
103.68.35.162,4145,,,"[ProtocolDataType(type=socks4, port=4145, tls=true, autoRead=[false])]",,true,"4 Link Solutions LLP",India,IN,28.896400451660156,76.59089660644531,AS134042,"PerformanceConnectData(aws_NA=EndpointServerData(ping=862, connections=ConnectionAttempts(success=2, fail=7), uptime=22.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=9), uptime=0%), ora_JP=EndpointServerData(ping=612, connections=ConnectionAttempts(success=1, fail=11), uptime=8.0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=14), uptime=0%))",,"2022-05-29 08:23:01.0","2022-05-29 10:01:34.0",,,
103.69.38.1,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,false,"Suncity Broadband Pvt Ltd",India,IN,28.665000915527344,77.44770050048828,AS135679,"PerformanceConnectData(aws_NA=EndpointServerData(ping=6551, connections=ConnectionAttempts(success=1, fail=13), uptime=7.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=14), uptime=0%), ora_JP=EndpointServerData(ping=3020, connections=ConnectionAttempts(success=4, fail=10), uptime=28.0%), ms_HK=EndpointServerData(ping=415, connections=ConnectionAttempts(success=1, fail=12), uptime=7.0%))",,"2022-05-29 09:52:09.0","2022-05-29 10:00:49.0",,,
103.69.44.21,4153,,,"[ProtocolDataType(type=socks4, port=4153, tls=true, autoRead=[false])]",,true,"Navyug Networks Info Private Limited",India,IN,21.212900161743164,81.4292984008789,AS135686,"PerformanceConnectData(aws_NA=EndpointServerData(ping=825, connections=ConnectionAttempts(success=3, fail=5), uptime=37.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ms_HK=EndpointServerData(ping=505, connections=ConnectionAttempts(success=2, fail=4), uptime=33.0%))",,"2022-05-29 09:14:19.0","2022-05-29 10:06:18.0",,,
103.70.79.3,8080,,,"[ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.172800064086914,106.82720184326172,AS135463,"PerformanceConnectData(aws_NA=EndpointServerData(ping=3349, connections=ConnectionAttempts(success=2, fail=12), uptime=14.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=12), uptime=0%), ora_JP=EndpointServerData(ping=5425, connections=ConnectionAttempts(success=3, fail=10), uptime=23.0%), ms_HK=EndpointServerData(ping=631, connections=ConnectionAttempts(success=1, fail=12), uptime=7.0%))",,"2022-05-29 09:25:24.0","2022-05-29 10:03:20.0",,,
103.70.204.65,59311,,,"[ProtocolDataType(type=socks4, port=59311, tls=true, autoRead=[false])]",,true,"Euron Communications Pvt. Ltd.",India,IN,22.62849998474121,88.17279815673828,AS135712,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=8), uptime=0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=6), uptime=0%), ms_HK=EndpointServerData(ping=540, connections=ConnectionAttempts(success=2, fail=4), uptime=33.0%))",,"2022-05-29 07:17:19.0","2022-05-29 10:03:34.0",,,
103.70.206.9,59311,,,"[ProtocolDataType(type=socks4, port=59311, tls=true, autoRead=[false])]",,true,"Euron Communications Pvt. Ltd.",India,IN,29.593399047851562,79.66570281982422,AS135712,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ora_UK=EndpointServerData(ping=843, connections=ConnectionAttempts(success=1, fail=7), uptime=12.0%), ora_JP=EndpointServerData(ping=642, connections=ConnectionAttempts(success=2, fail=8), uptime=20.0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%))",,"2022-05-29 09:47:30.0","2022-05-29 10:06:18.0",,,
103.70.206.17,59311,,,"[ProtocolDataType(type=socks4, port=59311, tls=true, autoRead=[false])]",,true,"Euron Communications Pvt. Ltd.",India,IN,29.593399047851562,79.66570281982422,AS135712,"PerformanceConnectData(aws_NA=EndpointServerData(ping=779, connections=ConnectionAttempts(success=1, fail=5), uptime=16.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=8), uptime=0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=8), uptime=0%))",,"2022-05-29 06:57:26.0","2022-05-29 10:05:34.0",,,
103.71.21.250,83,,,"[ProtocolDataType(type=https, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=83, tls=true, autoRead=[false])]",,true,,India,IN,21.997400283813477,79.0010986328125,AS134004,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=15), uptime=0%), ora_UK=EndpointServerData(ping=6366, connections=ConnectionAttempts(success=4, fail=10), uptime=28.0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=12), uptime=0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=14), uptime=0%))",,"2022-05-29 09:01:31.0","2022-05-29 10:01:19.0",,,
103.71.22.2,83,,,"[ProtocolDataType(type=https, port=83, tls=true, autoRead=[false]), ProtocolDataType(type=http, port=83, tls=true, autoRead=[false])]",,true,,India,IN,21.997400283813477,79.0010986328125,AS134004,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=12), uptime=0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=9), uptime=0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=11), uptime=0%), ms_HK=EndpointServerData(ping=8116, connections=ConnectionAttempts(success=3, fail=8), uptime=27.0%))",,"2022-05-29 09:17:06.0","2022-05-29 10:04:32.0",,,
103.74.227.130,56417,,,"[ProtocolDataType(type=socks4, port=56417, tls=true, autoRead=[false])]",,true,"Tachyon Communications Pvt Ltd",India,IN,21.997400283813477,79.0010986328125,AS135697,"PerformanceConnectData(aws_NA=EndpointServerData(ping=779, connections=ConnectionAttempts(success=1, fail=7), uptime=12.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=8), uptime=0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=8), uptime=0%), ms_HK=EndpointServerData(ping=526, connections=ConnectionAttempts(success=2, fail=7), uptime=22.0%))",,"2022-05-29 08:11:46.0","2022-05-29 10:06:04.0",,,
103.74.227.177,56417,,,"[ProtocolDataType(type=socks4, port=56417, tls=true, autoRead=[false])]",,true,"Tachyon Communications Pvt Ltd",India,IN,21.997400283813477,79.0010986328125,AS135697,"PerformanceConnectData(aws_NA=EndpointServerData(ping=774, connections=ConnectionAttempts(success=1, fail=5), uptime=16.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=6), uptime=0%), ora_JP=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=6), uptime=0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=6), uptime=0%))",,"2022-05-29 06:53:31.0","2022-05-29 09:42:48.0",,,
103.75.184.179,49780,,,"[ProtocolDataType(type=socks5, port=49780, tls=true, autoRead=[false])]",,true,"Inet software one member company limited",Vietnam,VN,16.16670036315918,107.83329772949219,AS135905,"PerformanceConnectData(aws_NA=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=14), uptime=0%), ora_UK=EndpointServerData(ping=8514, connections=ConnectionAttempts(success=1, fail=10), uptime=9.0%), ora_JP=EndpointServerData(ping=4208, connections=ConnectionAttempts(success=1, fail=8), uptime=11.0%), ms_HK=EndpointServerData(ping=5790, connections=ConnectionAttempts(success=1, fail=13), uptime=7.0%))",,"2022-05-29 04:30:52.0","2022-05-29 10:03:05.0",,,
103.76.13.134,9812,,,"[ProtocolDataType(type=http, port=9812, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=9812, tls=true, autoRead=[false])]",,true,Moratelindo,Indonesia,ID,-6.5945000648498535,106.78900146484375,AS131111,"PerformanceConnectData(aws_NA=EndpointServerData(ping=2922, connections=ConnectionAttempts(success=2, fail=13), uptime=13.0%), ora_UK=EndpointServerData(ping=1962, connections=ConnectionAttempts(success=2, fail=12), uptime=14.0%), ora_JP=EndpointServerData(ping=986, connections=ConnectionAttempts(success=2, fail=15), uptime=11.0%), ms_HK=EndpointServerData(ping=2644, connections=ConnectionAttempts(success=2, fail=15), uptime=11.0%))",,"2022-05-29 08:14:58.0","2022-05-29 10:07:03.0",,,
103.76.15.202,5678,,,"[ProtocolDataType(type=socks4, port=5678, tls=true, autoRead=[false])]",,true,,Indonesia,ID,-6.211400032043457,106.84459686279297,AS131111,"PerformanceConnectData(aws_NA=EndpointServerData(ping=898, connections=ConnectionAttempts(success=1, fail=6), uptime=14.0%), ora_UK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=6), uptime=0%), ora_JP=EndpointServerData(ping=797, connections=ConnectionAttempts(success=1, fail=6), uptime=14.0%), ms_HK=EndpointServerData(ping=0, connections=ConnectionAttempts(success=0, fail=7), uptime=0%))",,"2022-05-29 09:29:46.0","2022-05-29 09:46:34.0",,,
103.76.27.34,8080,,,"[ProtocolDataType(type=http, port=8080, tls=true, autoRead=[false]), ProtocolDataType(type=https, port=8080, tls=true, autoRead=[false])]",,true,Moratelindo,Indonesia,ID,3.679500102996826,98.66130065917969,AS131111,"PerformanceConnectData(aws_NA=EndpointServerData(ping=5499, connections=ConnectionAttempts(success=2, fail=12), uptime=14.0%), ora_UK=EndpointServerData(ping=1480, connections=ConnectionAttempts(success=2, fail=16), uptime=11.0%), ora_JP=EndpointServerData(ping=4707, connections=ConnectionAttempts(success=1, fail=14), uptime=6.0%), ms_HK=EndpointServerData(ping=2743, connections=ConnectionAttempts(success=1, fail=15), uptime=6.0%))",,"2022-05-29 08:46:32.0","2022-05-29 10:03:20.0",,,
